recordID,state,cases,deaths
d100545,Connecticut,6,0
d100546,Delaware,4,0
d100547,District of Columbia,10,0
d100548,Florida,46,2
d100549,Georgia,31,1
d100550,Hawaii,2,0
d100551,Illinois,32,0
d100552,Indiana,12,0
d100553,Iowa,16,0
d100554,Kansas,5,1
d100555,Kentucky,11,0
d100556,Louisiana,14,0
d100557,Maine,1,0
d100558,Maryland,13,0
d100559,Massachusetts,108,0
d100560,Michigan,12,0
d100561,Minnesota,9,0
d100562,Mississippi,1,0
d100563,Missouri,2,0
d100564,Nebraska,24,0
d100565,Nevada,11,0
d100566,New Hampshire,6,0
d100567,New Jersey,29,1
d100568,New Mexico,6,0
d100569,New York,326,0
d100570,North Carolina,16,0
d100571,North Dakota,1,0
d100572,Ohio,5,0
d100573,Oklahoma,2,0
d100574,Oregon,30,0
d100575,Pennsylvania,22,0
d100576,Rhode Island,5,0
d100577,South Carolina,12,0
d100578,South Dakota,8,1
d100579,Tennessee,18,0
d100580,Texas,41,0
d100581,Utah,7,0
d100582,Vermont,2,0
d100583,Virginia,17,0
d100584,Washington,419,32
d100585,Wisconsin,8,0
d100586,Wyoming,1,0
d100587,Alabama,6,0
d100588,Alaska,1,0
d100589,Arizona,9,0
d100590,Arkansas,7,0
d100591,California,320,5
d100592,Colorado,78,2
d100593,Connecticut,11,0
d100594,Delaware,4,0
d100595,District of Columbia,10,0
d100596,Florida,70,2
d100597,Georgia,41,1
d100598,Hawaii,2,0
d100599,Idaho,1,0
d100600,Illinois,46,0
d100601,Indiana,12,0
d100602,Iowa,17,0
d100603,Kansas,6,1
d100604,Kentucky,11,0
d100605,Louisiana,36,0
d100606,Maine,2,0
d100607,Maryland,18,0
d100608,Massachusetts,123,0
d100609,Michigan,25,0
d100610,Minnesota,14,0
d100611,Mississippi,6,0
d100612,Missouri,4,0
d100613,Montana,4,0
d100614,Nebraska,27,0
d100615,Nevada,19,0
d100616,New Hampshire,7,0
d100617,New Jersey,50,1
d100618,New Mexico,10,0
d100619,New York,421,0
d100620,North Carolina,18,0
d100621,North Dakota,1,0
d100622,Ohio,13,0
d100623,Oklahoma,3,0
d100624,Oregon,30,0
d100625,Pennsylvania,41,0
d100626,Puerto Rico,3,0
d100627,Rhode Island,20,0
d100628,South Carolina,13,0
d100629,South Dakota,9,1
d100630,Tennessee,26,0
d100631,Texas,58,0
d100632,Utah,7,0
d100633,Vermont,2,0
d100634,Virginia,30,0
d100635,Washington,511,37
d100636,Wisconsin,19,0
d100637,Wyoming,2,0
d100638,Alabama,12,0
d100639,Alaska,1,0
d100640,Arizona,12,0
d100641,Arkansas,9,0
d100642,California,381,5
d100643,Colorado,103,2
d100644,Connecticut,20,0
d100645,Delaware,4,0
d100646,District of Columbia,16,0
d100647,Florida,70,3
d100648,Georgia,65,1
d100649,Hawaii,4,0
d100650,Idaho,5,0
d100651,Illinois,66,0
d100652,Indiana,15,0
d100653,Iowa,18,0
d100654,Kansas,8,1
d100655,Kentucky,18,0
d100656,Louisiana,77,1
d100657,Maine,3,0
d100658,Maryland,27,0
d100659,Massachusetts,138,0
d100660,Michigan,33,0
d100661,Minnesota,21,0
d100662,Mississippi,6,0
d100663,Missouri,5,0
d100664,Montana,6,0
d100665,Nebraska,29,0
d100666,Nevada,21,0
d100667,New Hampshire,7,0
d100668,New Jersey,75,2
d100669,New Mexico,13,0
d100670,New York,610,2
d100671,North Carolina,25,0
d100672,North Dakota,1,0
d100673,Ohio,26,0
d100674,Oklahoma,4,0
d100675,Oregon,36,1
d100676,Pennsylvania,47,0
d100677,Puerto Rico,4,0
d100678,Rhode Island,20,0
d100679,South Carolina,19,0
d100680,South Dakota,9,1
d100681,Tennessee,32,0
d100682,Texas,69,0
d100683,Utah,21,0
d100684,Vermont,5,0
d100685,Virgin Islands,1,0
d100686,Virginia,42,1
d100687,Washington,609,40
d100688,Wisconsin,27,0
d100689,Wyoming,3,0
d100690,Alabama,23,0
d100691,Alaska,1,0
d100692,Arizona,13,0
d100693,Arkansas,16,0
d100694,California,478,6
d100695,Colorado,136,2
d100696,Connecticut,26,0
d100697,Delaware,7,0
d100698,District of Columbia,17,0
d100699,Florida,109,3
d100700,Georgia,97,1
d100701,Guam,3,0
d100702,Hawaii,7,0
d100703,Idaho,5,0
d100704,Illinois,94,0
d100705,Indiana,19,0
d100706,Iowa,22,0
d100707,Kansas,9,1
d100708,Kentucky,21,0
d100709,Louisiana,103,2
d100710,Maine,12,0
d100711,Maryland,32,0
d100712,Massachusetts,164,0
d100713,Michigan,53,0
d100714,Minnesota,35,0
d100715,Mississippi,10,0
d100716,Missouri,5,0
d100717,Montana,6,0
d100718,Nebraska,31,0
d100719,Nevada,26,0
d100720,New Hampshire,13,0
d100721,New Jersey,98,2
d100722,New Mexico,17,0
d100723,New York,732,6
d100724,North Carolina,32,0
d100725,North Dakota,1,0
d100726,Ohio,37,0
d100727,Oklahoma,8,0
d100728,Oregon,39,1
d100729,Pennsylvania,68,0
d100730,Puerto Rico,5,0
d100731,Rhode Island,20,0
d100732,South Carolina,28,0
d100733,South Dakota,9,1
d100734,Tennessee,39,0
d100735,Texas,80,0
d100736,Utah,29,0
d100737,Vermont,8,0
d100738,Virgin Islands,1,0
d100739,Virginia,45,1
d100740,Washington,675,42
d100741,Wisconsin,33,0
d100742,Wyoming,3,0
d100743,Alabama,29,0
d100744,Alaska,3,0
d100745,Arizona,18,0
d100746,Arkansas,22,0
d100747,California,588,11
d100748,Colorado,161,2
d100749,Connecticut,41,0
d100750,Delaware,8,0
d100751,District of Columbia,22,0
d100752,Florida,141,4
d100753,Georgia,118,1
d100754,Guam,3,0
d100755,Hawaii,10,0
d100756,Idaho,5,0
d100757,Illinois,104,0
d100758,Indiana,24,1
d100759,Iowa,22,0
d100760,Kansas,11,1
d100761,Kentucky,22,1
d100762,Louisiana,137,3
d100763,Maine,17,0
d100764,Maryland,39,0
d100765,Massachusetts,197,0
d100766,Michigan,54,0
d100767,Minnesota,54,0
d100768,Mississippi,12,0
d100769,Missouri,9,0
d100770,Montana,8,0
d100771,Nebraska,33,0
d100772,Nevada,45,1
d100773,New Hampshire,17,0
d100774,New Jersey,176,3
d100775,New Mexico,21,0
d100776,New York,950,10
d100777,North Carolina,34,0
d100778,North Dakota,1,0
d100779,Ohio,50,0
d100780,Oklahoma,10,0
d100781,Oregon,46,1
d100782,Pennsylvania,81,0
d100783,Puerto Rico,5,0
d100784,Rhode Island,21,0
d100785,South Carolina,33,1
d100786,South Dakota,10,1
d100787,Tennessee,52,0
d100788,Texas,87,1
d100789,Utah,40,0
d100790,Vermont,12,0
d100791,Virgin Islands,2,0
d100792,Virginia,51,1
d100793,Washington,794,48
d100794,Wisconsin,47,0
d100795,Wyoming,10,0
d100796,Alabama,39,0
d100797,Alaska,6,0
d100798,Arizona,20,0
d100799,Arkansas,22,0
d100800,California,732,14
d100801,Colorado,183,3
d100802,Connecticut,68,0
d100803,Delaware,16,0
d100804,District of Columbia,31,0
d100805,Florida,210,6
d100806,Georgia,142,1
d100807,Guam,3,0
d100808,Hawaii,14,0
d100809,Idaho,9,0
d100810,Illinois,159,1
d100811,Indiana,30,2
d100812,Iowa,29,0
d100813,Kansas,17,1
d100814,Kentucky,26,1
d100815,Louisiana,196,5
d100816,Maine,32,0
d100817,Maryland,57,0
d100818,Massachusetts,218,0
d100819,Michigan,65,0
d100820,Minnesota,60,0
d100821,Mississippi,21,0
d100822,Missouri,16,0
d100823,Montana,8,0
d100824,Nebraska,36,0
d100825,Nevada,55,1
d100826,New Hampshire,26,0
d100827,New Jersey,268,3
d100828,New Mexico,23,0
d100829,New York,1374,17
d100830,North Carolina,42,0
d100831,North Dakota,5,0
d100832,Ohio,67,0
d100833,Oklahoma,18,0
d100834,Oregon,66,2
d100835,Pennsylvania,101,0
d100836,Puerto Rico,5,0
d100837,Rhode Island,23,0
d100838,South Carolina,47,1
d100839,South Dakota,11,1
d100840,Tennessee,73,0
d100841,Texas,106,1
d100842,Utah,51,0
d100843,Vermont,14,0
d100844,Virgin Islands,2,0
d100845,Virginia,67,2
d100846,Washington,908,54
d100847,West Virginia,1,0
d100848,Wisconsin,72,0
d100849,Wyoming,15,0
d100850,Alabama,51,0
d100851,Alaska,9,0
d100852,Arizona,28,0
d100853,Arkansas,33,0
d100854,California,893,17
d100855,Colorado,216,3
d100856,Connecticut,96,1
d100857,Delaware,26,0
d100858,District of Columbia,36,0
d100859,Florida,326,7
d100860,Georgia,193,3
d100861,Guam,8,0
d100862,Hawaii,16,0
d100863,Idaho,11,0
d100864,Illinois,286,1
d100865,Indiana,39,2
d100866,Iowa,38,0
d100867,Kansas,22,1
d100868,Kentucky,35,1
d100869,Louisiana,280,7
d100870,Maine,43,0
d100871,Maryland,85,1
d100872,Massachusetts,256,0
d100873,Michigan,80,1
d100874,Minnesota,77,0
d100875,Mississippi,34,0
d100876,Missouri,21,1
d100877,Montana,12,0
d100878,Nebraska,43,0
d100879,Nevada,82,1
d100880,New Hampshire,39,0
d100881,New Jersey,427,5
d100882,New Mexico,28,0
d100883,New York,2382,27
d100884,North Carolina,66,0
d100885,North Dakota,7,0
d100886,Ohio,90,0
d100887,Oklahoma,29,0
d100888,Oregon,74,3
d100889,Pennsylvania,139,1
d100890,Puerto Rico,5,0
d100891,Rhode Island,33,0
d100892,South Carolina,60,1
d100893,South Dakota,11,1
d100894,Tennessee,98,0
d100895,Texas,166,2
d100896,Utah,65,0
d100897,Vermont,19,0
d100898,Virgin Islands,3,0
d100899,Virginia,78,2
d100900,Washington,1026,68
d100901,West Virginia,2,0
d100902,Wisconsin,106,0
d100903,Wyoming,17,0
d100904,Alabama,78,0
d100905,Alaska,12,0
d100906,Arizona,47,0
d100907,Arkansas,62,0
d100908,California,1067,19
d100909,Colorado,278,5
d100910,Connecticut,159,4
d100911,Delaware,30,0
d100912,District of Columbia,39,0
d100913,Florida,434,8
d100914,Georgia,282,10
d100915,Guam,12,0
d100916,Hawaii,26,0
d100917,Idaho,23,0
d100918,Illinois,420,4
d100919,Indiana,56,2
d100920,Iowa,44,0
d100921,Kansas,35,1
d100922,Kentucky,47,2
d100923,Louisiana,392,10
d100924,Maine,52,0
d100925,Maryland,108,1
d100926,Massachusetts,328,0
d100927,Michigan,334,3
d100928,Minnesota,89,0
d100929,Mississippi,50,1
d100930,Missouri,35,1
d100931,Montana,19,0
d100932,Nebraska,47,0
d100933,Nevada,99,1
d100934,New Hampshire,44,0
d100935,New Jersey,735,9
d100936,New Mexico,35,0
d100937,New York,4152,30
d100938,North Carolina,104,0
d100939,North Dakota,19,0
d100940,Ohio,120,0
d100941,Oklahoma,44,1
d100942,Oregon,87,3
d100943,Pennsylvania,187,1
d100944,Puerto Rico,6,0
d100945,Rhode Island,44,0
d100946,South Carolina,81,1
d100947,South Dakota,14,1
d100948,Tennessee,155,0
d100949,Texas,248,4
d100950,Utah,80,0
d100951,Vermont,22,2
d100952,Virgin Islands,3,0
d100953,Virginia,94,2
d100954,Washington,1228,75
d100955,West Virginia,5,0
d100956,Wisconsin,155,2
d100957,Wyoming,18,0
d100958,Alabama,106,0
d100959,Alaska,14,0
d100960,Arizona,70,1
d100961,Arkansas,100,0
d100962,California,1283,24
d100963,Colorado,364,5
d100964,Connecticut,194,4
d100965,Delaware,39,0
d100966,District of Columbia,71,0
d100967,Florida,564,9
d100968,Georgia,482,14
d100969,Guam,14,0
d100970,Hawaii,37,0
d100971,Idaho,31,0
d100972,Illinois,583,5
d100973,Indiana,79,3
d100974,Iowa,45,0
d100975,Kansas,49,1
d100976,Kentucky,63,2
d100977,Louisiana,537,10
d100978,Maine,57,0
d100979,Maryland,150,2
d100980,Massachusetts,413,1
d100981,Michigan,548,4
d100982,Minnesota,115,0
d100983,Mississippi,80,1
d100984,Missouri,73,3
d100985,Montana,19,0
d100986,Nebraska,53,0
d100987,Nevada,165,2
d100988,New Hampshire,55,0
d100989,New Jersey,896,11
d100990,New Mexico,43,0
d100991,New York,7102,57
d100992,North Carolina,144,0
d100993,North Dakota,27,0
d100994,Ohio,169,1
d100995,Oklahoma,49,1
d100996,Oregon,114,3
d100997,Pennsylvania,269,1
d100998,Puerto Rico,14,0
d100999,Rhode Island,44,0
d101000,South Carolina,126,3
d101001,South Dakota,14,1
d101002,Tennessee,237,0
d101003,Texas,377,5
d101004,Utah,112,0
d101005,Vermont,29,2
d101006,Virgin Islands,6,0
d101007,Virginia,115,2
d101008,Washington,1404,83
d101009,West Virginia,8,0
d101010,Wisconsin,216,3
d101011,Wyoming,22,0
d101012,Alabama,131,0
d101013,Alaska,21,0
d101014,Arizona,104,1
d101015,Arkansas,118,0
d101016,California,1544,28
d101017,Colorado,475,6
d101018,Connecticut,223,5
d101019,Delaware,45,0
d101020,District of Columbia,77,1
d101021,Florida,764,11
d101022,Georgia,552,20
d101023,Guam,15,0
d101024,Hawaii,48,0
d101025,Idaho,42,0
d101026,Illinois,751,6
d101027,Indiana,126,4
d101028,Iowa,68,0
d101029,Kansas,57,2
d101030,Kentucky,84,3
d101031,Louisiana,763,16
d101032,Maine,70,0
d101033,Maryland,195,3
d101034,Massachusetts,525,2
d101035,Michigan,787,6
d101036,Minnesota,138,1
d101037,Mississippi,140,1
d101038,Missouri,93,3
d101039,Montana,29,0
d101040,Nebraska,61,0
d101041,Nevada,165,2
d101042,New Hampshire,65,0
d101043,New Jersey,1336,16
d101044,New Mexico,57,0
d101045,New York,10356,80
d101046,North Carolina,184,0
d101047,North Dakota,28,0
d101048,Ohio,247,3
d101049,Oklahoma,53,1
d101050,Oregon,137,4
d101051,Pennsylvania,388,2
d101052,Puerto Rico,21,1
d101053,Rhode Island,66,0
d101054,South Carolina,172,3
d101055,South Dakota,14,1
d101056,Tennessee,312,2
d101057,Texas,547,5
d101058,Utah,138,0
d101059,Vermont,49,2
d101060,Virgin Islands,6,0
d101061,Virginia,152,3
d101062,Washington,1655,95
d101063,West Virginia,12,0
d101064,Wisconsin,281,4
d101065,Wyoming,24,0
d101066,Alabama,157,0
d101067,Alaska,22,0
d101068,Arizona,153,2
d101069,Arkansas,165,0
d101070,California,1851,35
d101071,Colorado,591,7
d101072,Connecticut,327,8
d101073,Delaware,56,0
d101074,District of Columbia,98,1
d101075,Florida,1000,13
d101076,Georgia,620,25
d101077,Guam,27,1
d101078,Hawaii,56,0
d101079,Idaho,47,0
d101080,Illinois,1047,9
d101081,Indiana,201,6
d101082,Iowa,90,0
d101083,Kansas,66,2
d101084,Kentucky,103,3
d101085,Louisiana,837,20
d101086,Maine,89,0
d101087,Maryland,245,3
d101088,Massachusetts,646,5
d101089,Michigan,1033,9
d101090,Minnesota,171,1
d101091,Mississippi,207,1
d101092,Missouri,130,3
d101093,Montana,34,0
d101094,Nebraska,62,0
d101095,Nevada,190,2
d101096,New Hampshire,78,0
d101097,New Jersey,1914,20
d101098,New Mexico,65,0
d101099,New York,15168,122
d101100,North Carolina,269,0
d101101,North Dakota,30,0
d101102,Ohio,351,3
d101103,Oklahoma,67,2
d101104,Oregon,161,5
d101105,Pennsylvania,504,3
d101106,Puerto Rico,23,1
d101107,Rhode Island,83,0
d101108,South Carolina,194,3
d101109,South Dakota,21,1
d101110,Tennessee,424,2
d101111,Texas,632,7
d101112,Utah,182,1
d101113,Vermont,52,2
d101114,Virgin Islands,17,0
d101115,Virginia,219,6
d101116,Washington,1844,97
d101117,West Virginia,16,0
d101118,Wisconsin,382,4
d101119,Wyoming,26,0
d101120,Alabama,196,0
d101121,Alaska,36,0
d101122,Arizona,234,2
d101123,Arkansas,201,0
d101124,California,2240,39
d101125,Colorado,721,10
d101126,Connecticut,415,10
d101127,Delaware,87,0
d101128,District of Columbia,116,2
d101129,Florida,1222,18
d101130,Georgia,800,25
d101131,Guam,29,1
d101132,Hawaii,77,0
d101133,Idaho,50,0
d101134,Illinois,1285,12
d101135,Indiana,259,7
d101136,Iowa,105,0
d101137,Kansas,82,2
d101138,Kentucky,124,3
d101139,Louisiana,1172,34
d101140,Maine,107,0
d101141,Maryland,290,3
d101142,Massachusetts,777,9
d101143,Michigan,1324,16
d101144,Minnesota,235,1
d101145,Mississippi,249,1
d101146,Missouri,183,4
d101147,Montana,45,0
d101148,Nebraska,73,0
d101149,Nevada,265,4
d101150,New Hampshire,101,1
d101151,New Jersey,2844,27
d101152,New Mexico,83,0
d101153,New York,20875,159
d101154,North Carolina,303,0
d101155,North Dakota,32,0
d101156,Ohio,444,6
d101157,Oklahoma,81,2
d101158,Oregon,191,5
d101159,Pennsylvania,644,6
d101160,Puerto Rico,31,2
d101161,Rhode Island,106,0
d101162,South Carolina,299,5
d101163,South Dakota,28,1
d101164,Tennessee,522,2
d101165,Texas,728,7
d101166,Utah,257,1
d101167,Vermont,75,2
d101168,Virgin Islands,17,0
d101169,Virginia,254,6
d101170,Washington,2101,110
d101171,West Virginia,16,0
d101172,Wisconsin,418,5
d101173,Wyoming,28,0
d101174,Alabama,242,0
d101175,Alaska,42,0
d101176,Arizona,326,6
d101177,Arkansas,232,2
d101178,California,2644,52
d101179,Colorado,912,11
d101180,Connecticut,618,12
d101181,Delaware,104,0
d101182,District of Columbia,137,2
d101183,Florida,1467,19
d101184,Georgia,1097,38
d101185,Guam,32,1
d101186,Hawaii,90,0
d101187,Idaho,73,0
d101188,Illinois,1535,16
d101189,Indiana,366,12
d101190,Iowa,124,1
d101191,Kansas,99,3
d101192,Kentucky,157,3
d101193,Louisiana,1388,46
d101194,Maine,118,0
d101195,Maryland,349,4
d101196,Massachusetts,1159,11
d101197,Michigan,1791,24
d101198,Minnesota,262,1
d101199,Mississippi,320,1
d101200,Missouri,255,5
d101201,Montana,51,0
d101202,Nebraska,77,0
d101203,Nevada,315,6
d101204,New Hampshire,108,1
d101205,New Jersey,3675,44
d101206,New Mexico,100,0
d101207,New York,25665,218
d101208,North Carolina,399,0
d101209,North Dakota,36,0
d101210,Ohio,564,8
d101211,Oklahoma,106,3
d101212,Oregon,209,8
d101213,Pennsylvania,851,7
d101214,Puerto Rico,39,2
d101215,Rhode Island,124,0
d101216,South Carolina,342,7
d101217,South Dakota,30,1
d101218,Tennessee,679,2
d101219,Texas,857,11
d101220,Utah,298,1
d101221,Vermont,95,7
d101222,Virgin Islands,17,0
d101223,Virginia,290,7
d101224,Washington,2469,123
d101225,West Virginia,39,0
d101226,Wisconsin,481,5
d101227,Wyoming,37,0
d101228,Alabama,386,1
d101229,Alaska,59,0
d101230,Arizona,402,6
d101231,Arkansas,308,2
d101232,California,3183,67
d101233,Colorado,1086,19
d101234,Connecticut,875,19
d101235,Delaware,119,0
d101236,District of Columbia,183,2
d101237,Florida,1965,23
d101238,Georgia,1387,47
d101239,Guam,32,1
d101240,Hawaii,95,0
d101241,Idaho,123,0
d101242,Illinois,1875,21
d101243,Indiana,479,14
d101244,Iowa,145,1
d101245,Kansas,132,3
d101246,Kentucky,198,5
d101247,Louisiana,1795,65
d101248,Maine,142,0
d101249,Maryland,423,4
d101250,Massachusetts,1838,15
d101251,Michigan,2294,43
d101252,Minnesota,287,1
d101253,Mississippi,377,5
d101254,Missouri,377,8
d101255,Montana,65,0
d101256,Nebraska,84,0
d101257,Nevada,405,10
d101258,New Hampshire,137,1
d101259,New Jersey,4402,62
d101260,New Mexico,112,1
d101261,New York,33066,325
d101262,North Carolina,563,1
d101263,North Dakota,45,0
d101264,Ohio,706,11
d101265,Oklahoma,164,5
d101266,Oregon,266,10
d101267,Pennsylvania,1151,11
d101268,Puerto Rico,51,2
d101269,Rhode Island,132,0
d101270,South Carolina,424,7
d101271,South Dakota,41,1
d101272,Tennessee,806,3
d101273,Texas,1119,12
d101274,Utah,346,1
d101275,Vermont,123,8
d101276,Virgin Islands,17,0
d101277,Virginia,391,9
d101278,Washington,2585,130
d101279,West Virginia,51,0
d101280,Wisconsin,623,7
d101281,Wyoming,49,0
d101282,Alabama,538,3
d101283,Alaska,69,0
d101284,Arizona,508,8
d101285,Arkansas,351,3
d101286,California,4060,82
d101287,Colorado,1432,24
d101288,Connecticut,1012,21
d101289,Delaware,143,1
d101290,District of Columbia,231,3
d101291,Florida,2477,29
d101292,Georgia,1643,56
d101293,Guam,49,1
d101294,Hawaii,106,0
d101295,Idaho,189,3
d101296,Illinois,2538,26
d101297,Indiana,656,18
d101298,Iowa,179,1
d101299,Kansas,171,3
d101300,Kentucky,248,5
d101301,Louisiana,2305,83
d101302,Maine,155,0
d101303,Maryland,581,4
d101304,Massachusetts,2417,25
d101305,Michigan,2878,63
d101306,Minnesota,346,2
d101307,Mississippi,487,6
d101308,Missouri,507,8
d101309,Montana,90,0
d101310,Nebraska,92,0
d101311,Nevada,535,10
d101312,New Hampshire,158,1
d101313,New Jersey,6876,81
d101314,New Mexico,136,1
d101315,New York,38987,432
d101316,North Carolina,638,2
d101317,North Dakota,58,0
d101318,Ohio,867,15
d101319,Oklahoma,248,7
d101320,Oregon,316,11
d101321,Pennsylvania,1690,16
d101322,Puerto Rico,64,2
d101323,Rhode Island,165,0
d101324,South Carolina,456,9
d101325,South Dakota,46,1
d101326,Tennessee,981,3
d101327,Texas,1543,21
d101328,Utah,402,1
d101329,Vermont,158,9
d101330,Virgin Islands,17,0
d101331,Virginia,604,14
d101332,Washington,3208,151
d101333,West Virginia,76,0
d101334,Wisconsin,754,10
d101335,Wyoming,56,0
d101336,Alabama,639,4
d101337,Alaska,85,1
d101338,Arizona,665,15
d101339,Arkansas,386,3
d101340,California,4914,102
d101341,Colorado,1735,31
d101342,Connecticut,1291,27
d101343,Delaware,165,2
d101344,District of Columbia,267,3
d101345,Florida,3198,46
d101346,Georgia,2198,64
d101347,Guam,53,1
d101348,Hawaii,120,0
d101349,Idaho,231,4
d101350,Illinois,3029,37
d101351,Indiana,982,26
d101352,Iowa,235,3
d101353,Kansas,212,4
d101354,Kentucky,302,8
d101355,Louisiana,2746,119
d101356,Maine,168,1
d101357,Maryland,775,5
d101358,Massachusetts,3240,35
d101359,Michigan,3657,93
d101360,Minnesota,398,4
d101361,Mississippi,579,8
d101362,Missouri,671,9
d101363,Montana,121,1
d101364,Nebraska,100,2
d101365,Nevada,621,10
d101366,New Hampshire,187,2
d101367,New Jersey,8825,108
d101368,New Mexico,191,1
d101369,New York,44635,535
d101370,North Carolina,783,3
d101371,North Dakota,68,1
d101372,Ohio,1144,22
d101373,Oklahoma,322,8
d101374,Oregon,414,12
d101375,Pennsylvania,2218,23
d101376,Puerto Rico,79,3
d101377,Rhode Island,203,0
d101378,South Carolina,539,13
d101379,South Dakota,58,1
d101380,Tennessee,1180,6
d101381,Texas,1942,23
d101382,Utah,480,2
d101383,Vermont,184,10
d101384,Virgin Islands,19,0
d101385,Virginia,606,14
d101386,Washington,3770,177
d101387,West Virginia,96,0
d101388,Wisconsin,930,16
d101389,Wyoming,73,0
d101390,Alabama,720,4
d101391,Alaska,102,1
d101392,Arizona,773,15
d101393,Arkansas,409,5
d101394,California,5565,121
d101395,Colorado,2061,44
d101396,Connecticut,1524,33
d101397,Delaware,214,5
d101398,District of Columbia,304,4
d101399,Florida,4038,56
d101400,Georgia,2447,79
d101401,Guam,57,1
d101402,Hawaii,151,0
d101403,Idaho,261,5
d101404,Illinois,3547,50
d101405,Indiana,1232,31
d101406,Iowa,298,3
d101407,Kansas,271,6
d101408,Kentucky,394,9
d101409,Louisiana,3315,137
d101410,Maine,211,1
d101411,Maryland,1066,10
d101412,Massachusetts,4257,44
d101413,Michigan,4635,111
d101414,Minnesota,441,5
d101415,Mississippi,669,13
d101416,Missouri,838,10
d101417,Montana,147,1
d101418,Nebraska,122,2
d101419,Nevada,738,14
d101420,New Hampshire,214,2
d101421,New Jersey,11124,140
d101422,New Mexico,208,2
d101423,New York,53363,782
d101424,North Carolina,972,4
d101425,North Dakota,94,1
d101426,Northern Mariana Islands,2,0
d101427,Ohio,1406,25
d101428,Oklahoma,377,15
d101429,Oregon,479,13
d101430,Pennsylvania,2815,35
d101431,Puerto Rico,100,3
d101432,Rhode Island,239,2
d101433,South Carolina,660,15
d101434,South Dakota,68,1
d101435,Tennessee,1364,6
d101436,Texas,2161,29
d101437,Utah,608,2
d101438,Vermont,211,12
d101439,Virgin Islands,19,0
d101440,Virginia,740,17
d101441,Washington,4311,191
d101442,West Virginia,113,0
d101443,Wisconsin,1042,17
d101444,Wyoming,84,0
d101445,Alabama,830,5
d101446,Alaska,114,1
d101447,Arizona,929,18
d101448,Arkansas,449,6
d101449,California,6266,130
d101450,Colorado,2315,47
d101451,Connecticut,1993,34
d101452,Delaware,232,6
d101453,District of Columbia,342,5
d101454,Florida,4942,59
d101455,Georgia,2683,83
d101456,Guam,58,1
d101457,Hawaii,175,0
d101458,Idaho,310,6
d101459,Illinois,4613,70
d101460,Indiana,1514,32
d101461,Iowa,336,4
d101462,Kansas,332,7
d101463,Kentucky,439,9
d101464,Louisiana,3540,152
d101465,Maine,253,3
d101466,Maryland,1244,11
d101467,Massachusetts,4955,48
d101468,Michigan,5486,132
d101469,Minnesota,504,9
d101470,Mississippi,759,14
d101471,Missouri,903,12
d101472,Montana,161,1
d101473,Nebraska,137,2
d101474,Nevada,920,15
d101475,New Hampshire,258,3
d101476,New Jersey,13386,161
d101477,New Mexico,237,2
d101478,New York,59568,965
d101479,North Carolina,1167,6
d101480,North Dakota,98,1
d101481,Northern Mariana Islands,2,0
d101482,Ohio,1665,30
d101483,Oklahoma,429,16
d101484,Oregon,548,13
d101485,Pennsylvania,3441,40
d101486,Puerto Rico,127,5
d101487,Rhode Island,294,3
d101488,South Carolina,774,16
d101489,South Dakota,90,1
d101490,Tennessee,1570,7
d101491,Texas,2712,35
d101492,Utah,719,2
d101493,Vermont,235,12
d101494,Virgin Islands,23,0
d101495,Virginia,890,22
d101496,Washington,4896,207
d101497,West Virginia,124,1
d101498,Wisconsin,1120,17
d101499,Wyoming,87,0
d101500,Alabama,947,11
d101501,Alaska,119,2
d101502,Arizona,1169,20
d101503,Arkansas,508,7
d101504,California,7421,146
d101505,Colorado,2628,51
d101506,Connecticut,2571,36
d101507,Delaware,264,7
d101508,District of Columbia,401,9
d101509,Florida,5694,71
d101510,Georgia,3032,102
d101511,Guam,60,1
d101512,Hawaii,204,0
d101513,Idaho,415,7
d101514,Illinois,5070,84
d101515,Indiana,1788,35
d101516,Iowa,424,6
d101517,Kansas,373,9
d101518,Kentucky,480,11
d101519,Louisiana,4025,186
d101520,Maine,275,3
d101521,Maryland,1414,15
d101522,Massachusetts,5752,56
d101523,Michigan,6508,197
d101524,Minnesota,576,10
d101525,Mississippi,848,16
d101526,Missouri,1050,13
d101527,Montana,177,4
d101528,Nebraska,185,3
d101529,Nevada,1044,18
d101530,New Hampshire,314,3
d101531,New Jersey,16636,199
d101532,New Mexico,281,4
d101533,New York,67174,1224
d101534,North Carolina,1304,6
d101535,North Dakota,109,3
d101536,Northern Mariana Islands,2,0
d101537,Ohio,1933,40
d101538,Oklahoma,481,17
d101539,Oregon,606,16
d101540,Pennsylvania,4156,48
d101541,Puerto Rico,174,6
d101542,Rhode Island,408,4
d101543,South Carolina,925,18
d101544,South Dakota,101,1
d101545,Tennessee,1721,13
d101546,Texas,3043,46
d101547,Utah,806,4
d101548,Vermont,256,12
d101549,Virgin Islands,30,0
d101550,Virginia,1021,26
d101551,Washington,5179,221
d101552,West Virginia,145,1
d101553,Wisconsin,1267,20
d101554,Wyoming,95,0
d101555,Alabama,999,13
d101556,Alaska,133,2
d101557,Arizona,1298,24
d101558,Arkansas,564,8
d101559,California,8582,183
d101560,Colorado,2990,69
d101561,Connecticut,3128,69
d101562,Delaware,319,10
d101563,District of Columbia,495,9
d101564,Florida,6741,85
d101565,Georgia,4117,125
d101566,Guam,139,2
d101567,Hawaii,224,1
d101568,Idaho,526,9
d101569,Illinois,5994,107
